Codigo,CodCompra,RubroC,Item,Stock,Precio,PrecioCba,Marca,Precio5
1812,TVC0153,ELECTRICIDAD>CABLES>VARIOS>,CABLE AUX. 3 RCA A 3 RCA 1.5 MTS,266,205,101.99,Publish,136
680,TVC0150,ELECTRICIDAD>CABLES>VARIOS>,"CABLE AUXILIAR 2 RCA - PLUG 3,5MM",101,209,104.79,Publish,140
2544,2544,ELECTRICIDAD>CABLES>BAFLE>,CABLE BAFLE 2X.0.50MM (ROLLO 100M),2,5025,3725.69,Publish,4956
2545,332085,ELECTRICIDAD>CABLES>BAFLE>,CABLE BAFLE 2X.0.75MM (ROLLO 100M),3,5863,4355.86,Publish,5794
2546,3321,ELECTRICIDAD>CABLES>BAFLE>,CABLE BAFLE 2X.1MM (ROLLO 100M),2,8073,6017.36,Publish,8004
2547,33215,ELECTRICIDAD>CABLES>BAFLE>,CABLE BAFLE 2X1.5MM (ROLLO 100M),1,12881,9632.38,Publish,12812
1196,TA-0085,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 14X7 ACCESORIO MULTIPLE,142,87,12.99,Publish,18
1192,TA-0069,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 14X7 C/ADHESIVO 1 METRO,141,133,47.91,Publish,64
1194,TA-0081,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 18X21 C/ADHESIVO 1 METRO,129,218,112.01,Publish,149
1197,TA-0086,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 20X10 ACCESORIO MULTIPLE,40,90,15.76,Publish,21
1193,TA-0071,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 20X10 C/ADHESIVO 1 METRO,534,151,61.14,Publish,82
1195,TA-0083,ELECTRICIDAD>CABLE CANAL>>,CABLE CANAL 27X30 C/ADHESIVO 1 METRO,66,337,201.29,Publish,268
4895,4070RFH,ELECTRICIDAD>>>,CABLE CANAL 40X70 RANURADO FINO P/METRO HOYOS,0,542,355.16,Draft,473
4667,4667,ELECTRICIDAD>>>,CABLE CANAL ANCHO 48MM X 13MM PARA PISO 1 METRO,0,292,167.42,Draft,223
4668,4668,ELECTRICIDAD>>>,CABLE CANAL ANCHO 75MM X 17MM PARA PISO 1METRO,0,486,313.53,Draft,417
2067,3C/BL,ELECTRICIDAD>CABLES>COAXIL>,CABLE COAXIL RG 59 BLANCO (ROLLO 100M),10,5933,4408.56,Publish,5864
2073,3C/0NE,ELECTRICIDAD>CABLES>COAXIL>,CABLE COAXIL RG 59 NEGRO (BOBINA 500M),3,28770,21579.48,Publish,28701
2068,3C/NE,ELECTRICIDAD>CABLES>COAXIL>,CABLE COAXIL RG 59 NEGRO (ROLLO 100M),4,5933,4408.56,Publish,5864
2069,3C6/B,ELECTRICIDAD>CABLES>COAXIL>,CABLE COAXIL RG 6 BLANCO P/DIREC TV (ROLLO 100M),1,12475,9327.37,Publish,12406
2070,3C6/N,ELECTRICIDAD>CABLES>COAXIL>,CABLE COAXIL RG 6 NEGRO P/DIREC TV (ROLLO 100M),3,12475,9327.37,Publish,12406
4820,531/25,ELECTRICIDAD>>>,CABLE DE COBRE DESNUDO 1X25MM,0,2876,2110.22,Draft,2807
5818,CD25,"ELECTRICIDAD>CABLES>>25,00 MM",CABLE DESNUDO 25MM,0,69,0,Publish,0
4769,4769,ELECTRICIDAD>>>,CABLE DESNUDO DE COBRE IRAM 10MM (ROLLO 100M),0,14602,10926.81,Draft,14533
4822,531/16,ELECTRICIDAD>>>,CABLE DESNUDO DE COBRE IRAM 16MM (ROLLO 100M),0,22172,16618.11,Draft,22103
2644,VCA1692,ELECTRICIDAD>CABLES>VARIOS>,CABLE INTERLOCK PARA PC 10A 3 PINES,92,908,630.18,Publish,839
2319,EC1075,ELECTRICIDAD>CABLES>PARA PLANCHA>,CABLE PARA PLANCHA BIPOLAR,10,460,293.91,Publish,391
2398,231,ELECTRICIDAD>CABLES>PARA PLANCHA>,CABLE PARA PLANCHA TRIPOLAR,34,546,358.62,Publish,477
3008,390/2,ELECTRICIDAD>CABLES>PORTERO>,CABLE PARA PORTERO 2 PARES (ROLLO 200M),0,8717,6501.51,Publish,8648
4581,4581,ELECTRICIDAD>CABLES>PORTERO>,CABLE PARA PORTERO 3 PARES (ROLLO 200M),0,12004,8973.01,Publish,11935
2049,2049,ELECTRICIDAD>>>,CABLE PARALELO 2 X .0.75 MM ONEFLEX (DE COBRE),0,69,0,Draft,0
4930,1421,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X .1MM (BOBINA 500M),3,34246,25696.8,Publish,34177
2252,.0421,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X .1MM .(ROLLO 100M),0,6905,5139.36,Publish,6836
4931,1431,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X 1.5MM (BOBINA 500M),0,44430,33353.39,Publish,44361
2253,.0431,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X 1.5MM .(ROLLO 100M),5,8941,6670.67,Publish,8872
4932,1441,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X 2.5MM (BOBINA 300M),1,36060,27060.3,Publish,35991
2254,.0441,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO 2 X 2.5MM .(ROLLO 100M),4,12046,9004.73,Publish,11977
79,KL24213,ELECTRICIDAD>CABLES>PARALELO>,"CABLE PARALELO CRISTAL 2 X 0,75 (ROLLO 100M)",2,8795,6560.54,Publish,8726
2611,KL24223,ELECTRICIDAD>CABLES>PARALELO>,CABLE PARALELO CRISTAL 2 X 1 (ROLLO 100M),2,11068,8269.82,Publish,10999
2458,KL24233,ELECTRICIDAD>CABLES>PARALELO>,"CABLE PARALELO CRISTAL 2 X 1,5  (ROLLO 100M)",2,15308,11457.82,Publish,15239
2457,KL24253,ELECTRICIDAD>CABLES>PARALELO>,"CABLE PARALELO CRISTAL 2 X 2,5  (ROLLO 100M)",0,24529,18390.34,Publish,24460
4096,,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO,0,7812,5821.68,Draft,7743
2614,2614,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 1X .2,50MM (PRECIO X METRO)",1,173,77.77,Publish,104
2615,2615,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X .4MM (PRECIO X METRO),1,233,122.98,Publish,164
2616,2616,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X .6MM (PRECIO X METRO),1,312,182.12,Publish,243
2617,2617,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.10MM (PRECIO X METRO),1,495,319.82,Publish,426
2618,KL26105,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.16MM (PRECIO X METRO),1,731,497.54,Publish,662
2619,KL26106,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.25MM (PRECIO X METRO),1,1096,771.65,Publish,1027
4591,KL26107,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.35MM (PRECIO X METRO),1,1487,1066.04,Publish,1418
4592,KL26108,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.50MM (PRECIO X METRO),1,2130,1548.94,Publish,2061
4593,KL26109,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.70MM (PRECIO X METRO),1,3014,2213.56,Publish,2945
4594,KL26110,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X.95MM (PRECIO X METRO),1,3986,2944.85,Publish,3917
4595,KL26111,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X120MM (PRECIO X METRO),1,5010,3714.81,Publish,4941
4596,KL26112,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X150MM (PRECIO X METRO),1,5754,4274.12,Publish,5685
61,61,ELECTRICIDAD>>>,CABLE SUBTERRANEO 1X185MM,0,69,0,Draft,0
4597,KL26113,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X185MM (PRECIO X METRO),1,7005,5214.74,Publish,6936
4598,KL26114,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 1X240MM (PRECIO X METRO),1,8799,6563.72,Publish,8730
4599,MH1212,ELECTRICIDAD>>>,CABLE SUBTERRANEO 1X300MM,0,2777,2035.52,Draft,2708
4600,MH1213,ELECTRICIDAD>>>,CABLE SUBTERRANEO 1X400MM,0,4064,3003.28,Draft,3995
2620,KL26200,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 2X.1,50MM (PRECIO X METRO)",0,251,136.69,Publish,182
2621,KL26201B,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 2X.2,50MM KALOP (PRECIO X METRO)",441,345,206.8,Publish,276
2622,KL26202B,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 2X.4MM KALOP  (PRECIO X METRO),687,489,315.3,Publish,420
2623,KL26203B,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 2X.6MM KALOP (PRECIO X METRO),236,650,436.19,Publish,581
2624,KL26204,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 2X10MM (PRECIO X METRO),0,978,683.4,Publish,909
2625,2625,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 2X16MM (PRECIO X METRO),1,1333,950.02,Publish,1264
4601,MH1309,ELECTRICIDAD>>>,CABLE SUBTERRANEO 2X25MM,0,585,387.23,Draft,516
2626,KL26300B,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 3X.1,50 MM (PRECIO X METRO)",3,301,174.24,Publish,232
2627,KL26301B,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 3X.2,50 MM (PRECIO X METRO)",76,442,280.4,Publish,373
2628,KL26302B,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X.4 MM KALOP (PRECIO X METRO),274,635,425.38,Publish,566
2629,KL26303,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X.6 MM (PRECIO X METRO),1,778,533.03,Publish,709
2630,KL26304,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X10 MM (PRECIO X METRO),1,1256,891.82,Publish,1187
4617,MH1514,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X120+1X70MM,0,3918,2893.9,Draft,3849
4608,MH1414,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X120MM,0,3372,2483.25,Draft,3303
4618,MH1515,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X150+1X70MM,0,4726,3501.48,Draft,4657
4609,MH1415,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X150MM,0,4151,3068.75,Draft,4082
2631,KL26305,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X16MM (PRECIO X METRO),1,1965,1425.02,Publish,1896
4619,MH1516,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X185+1X95MM,0,5815,4320.01,Draft,5746
4610,MH1416,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X185MM,0,5052,3746.51,Draft,4983
4611,MH1417,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X240MM,0,6951,5174.02,Draft,6882
4612,KL26406,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X25+1X16MM (PRECIO X METRO),1,3278,2412.59,Publish,3209
4602,4602,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X25MM (PRECIO X METRO),0,2937,2155.92,Publish,2868
4613,KL26407,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X35+1X16MM (PRECIO X METRO),1,4232,3129.78,Publish,4163
4604,4604,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X35MM (PRECIO X METRO),1,4093,3025.02,Publish,4024
4614,KL26408,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X50+1X25MM (PRECIO POR METRO),0,7024,5229.08,Publish,6955
4605,MH1411,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X50MM,0,1501,1076.25,Draft,1432
4615,KL26409,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X70+1X35MM (PRECIO POR METRO),0,9728,7262.08,Publish,9659
4606,MH1412,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X70MM,0,2048,1487.73,Draft,1979
4616,KL26410,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 3X95+1X50MM (PRECIO POR METRO),0,12890,9639.71,Publish,12821
4607,MH1413,ELECTRICIDAD>>>,CABLE SUBTERRANEO 3X95MM,0,2655,1943.8,Draft,2586
2632,KL26400,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 4X.1,50 MM (PRECIO X METRO)",1,384,236.57,Publish,315
2633,KL26401B,ELECTRICIDAD>CABLES>SUBTERRANEO>,"CABLE SUBTERRANEO 4X.2,50 MM (PRECIO X METRO)",371,490,316.17,Publish,421
2634,KL26402B,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 4X.4 MM KALOP (PRECIO X METRO),264,705,477.81,Publish,636
2635,KL26403,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 4X.6 MM (PRECIO X METRO),0,992,693.54,Publish,923
2636,KL26404,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 4X10 MM (PRECIO X METRO),1,1593,1145.27,Publish,1524
2637,KL26405,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 4X16 MM (PRECIO X METRO),1,2387,1742.32,Publish,2318
4621,MH1916,ELECTRICIDAD>>>,CABLE SUBTERRANEO 4X6+1X6MM V/AMAR.,0,381,234.14,Draft,312
4620,KL26500,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 5X.1.5MM (PRECIO POR METRO),0,484,311.65,Publish,415
4539,KL26501,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 5X.2.5MM (PRECIO X METRO),1,596,396.15,Publish,527
4622,KL26502,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 5X.4MM (PRECIO POR METRO),0,976,681.52,Publish,907
4623,KL26503,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 5X.6MM (PRECIO POR METRO),0,1353,965.02,Publish,1284
4624,4624,ELECTRICIDAD>CABLES>SUBTERRANEO>,CABLE SUBTERRANEO 5X10MM (PRECIO POR METRO),0,2247,1637.17,Publish,2178
4859,4859,ELECTRICIDAD>>>,CABLE SUBTERRANEO 5X6 MM (PRECIO X METRO),0,1711,1234.3,Draft,1642
2638,2638,ELECTRICIDAD>>>,"CABLE SUBTERRANEO 7X1,50 MM",0,642,430.49,Draft,573
2255,.0521,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X .1MM (ROLLO 100M),4,9974,7446.83,Publish,9905
2739,KL22320,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X .1MM KALOP C5 (ROLLO 100M),6,11418,8532.47,Publish,11349
2740,.0531,ELECTRICIDAD>CABLES>TIPO TALLER>,"CABLE TALLER 2 X 1,5MM (ROLLO 100M)",8,13461,10068.95,Publish,13392
2256,11014BO,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 1.5MM (ROLLO 500 M) BOBINA,8,57589,43247.65,Publish,57520
3281,KL22330,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 1.5MM KALOP C5 (ROLLO 100M),6,15221,11391.93,Publish,15152
2646,.0541,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 2.5MM (ROLLO 100M),11,19372,14513,Publish,19303
2257,11015BO,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 2.5MM (ROLLO 400 M) BOBINA,1,65795,49417.5,Publish,65726
2258,KL22350,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 2.5MM KALOP CAT.5 (ROLLO 100M),4,24611,18452.27,Publish,24542
2961,.0551,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 4MM (ROLLO 100M),0,29699,22277.56,Publish,29630
2606,KL22370,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 4MM KALOP CAT.5 (ROLLO 100M),2,36698,27539.86,Publish,36629
2541,KL22380,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 2 X 6 MM KALOP CAT.5 (ROLLO 100M),1,53602,40250.15,Publish,53533
4626,.0621,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X .1MM  (ROLLO 100M),0,12289,9187.91,Publish,12220
2042,KL22420,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X .1MM KALOP CAT.5 (ROLLO 100M),0,15337,11479.53,Publish,15268
2043,.0631,ELECTRICIDAD>CABLES>TIPO TALLER>,"CABLE TALLER 3 X 1,5 (ROLLO 100M)",2,17590,13173.54,Publish,17521
4627,KL22430,ELECTRICIDAD>CABLES>TIPO TALLER>,"CABLE TALLER 3 X 1,5MM KALOP CAT.5 (ROLLO 100M)",4,21724,16281.88,Publish,21655
204444,OT3250,ELECTRICIDAD>>>,CABLE TALLER 3 X 2.5 MM ONEFLEX,0,323,190.95,Draft,254
2044,.0641,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X 2.5MM (ROLLO 100M),3,29085,21816.06,Publish,29016
3345,KL22450,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X 2.5MM KALOP CAT.5 (ROLLO 100M),4,34104,25589.59,Publish,34035
2046,.0651,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X 4 MM (ROLLO 100M),5,41919,31465.46,Publish,41850
2459,KL22470,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X 4 MM KALOP CAT.5 (ROLLO 100M),2,50294,37762.84,Publish,50225
4669,4669,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 3 X 6 MM CECAM (ROLLO 100M),0,69,0,Publish,0
3138,KL22520,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 4 X 1 MM NORMALIZADO (ROLLO 100M),1,19652,14723.98,Publish,19583
2543,KL22530,ELECTRICIDAD>CABLES>TIPO TALLER>,"CABLE TALLER 4 X 1,50 NORMALIZADO (ROLLO 100M)",0,27826,20869.58,Publish,27757
1207,KL22550,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 4 X 2.5MM NORMALIZADO (ROLLO 100M),0,43608,32735.62,Publish,43539
218,KL22570,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 4 X 4MM NORMALIZADO (ROLLO 100M),0,65884,49484.93,Publish,65815
2609,KL22580,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 4 X 6MM NORMALIZADO (ROLLO 100M),0,96067,72178.49,Publish,95998
2041,2041,ELECTRICIDAD>CABLES>TIPO TALLER>,"CABLE TALLER 5 X 1,5 (ROLLO 100M)",0,30165,22628.41,Publish,30096
898,KL22630,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 5 X 1.5MM NORMALIZADO (ROLLO 100M),8,36892,27685.8,Publish,36823
893,KL22620,ELECTRICIDAD>CABLES>TIPO TALLER>,CABLE TALLER 5 X 1MM NORMALIZADO (ROLLO 100M),2,27179,20382.89,Publish,27110
4003,11027,ELECTRICIDAD>>>,CABLE TALLER 5 X 2.5MM (ROLLO X 100M),0,31205,23409.83,Publish,31136
2612,2612,ELECTRICIDAD>CABLES>TELEFONO>,CABLE TELEF.2 PARES EXTERIOR NORM 782 (ROLLO 200M),0,12601,9421.81,Publish,12532
4583,4583,ELECTRICIDAD>CABLES>TELEFONO>,CABLE TELEFONICO 1 PAR NORMA 755 (ROLLO 200M),1,8925,6658.28,Publish,8856
2610,2610,ELECTRICIDAD>CABLES>TELEFONO>,CABLE TELEFONICO 2 PARES NORMA 755 (ROLLO 200M),1,11464,8567.24,Publish,11395
4582,4582,ELECTRICIDAD>CABLES>TELEFONO>,CABLE TELEFONICO 3 PARES NORMA 755 (ROLLO 200M),0,14923,11167.84,Publish,14854
2800,.0296,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 BLANCO (ROLLO 100M),5,3138,2307.47,Publish,3069
4200,4200,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 BLANCO ECO (DE COBRE) BOBINA,0,69,0,Draft,0
4550,KS20015,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 BLANCO KALOP C5 (ROLLO 100M),2,4248,3141.57,Publish,4179
2801,.0292,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 CELESTE (ROLLO 100M),10,3138,2307.47,Publish,3069
4201,4201,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 CELESTE ECO (DE COBRE) BOBINA,0,69,0,Draft,0
4551,KS20012,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 CELESTE KALOP C5 (ROLLO 100M),2,4248,3141.57,Publish,4179
2802,.0294,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 MARRON (ROLLO 100M),10,3138,2307.47,Publish,3069
4202,4202,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 MARRON ECO (1000) BOBINA,0,69,0,Draft,0
4552,KS20010,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 MARRON KALOP C5 (ROLLO 100M),4,4248,3141.57,Publish,4179
2803,.0295,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 NEGRO (ROLLO 100M),10,3138,2307.47,Publish,3069
4203,4203,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 NEGRO ECO (DE COBRE) BOBINA,0,69,0,Draft,0
4553,KS20013,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 NEGRO KALOP C5 (ROLLO 100M),6,4248,3141.57,Publish,4179
2804,.0291,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 ROJO (ROLLO 100M),5,3138,2307.47,Publish,3069
4204,4204,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 ROJO ECO (DE COBRE) BOBINA,0,69,0,Draft,0
4554,KS20011,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 ROJO KALOP C5 (ROLLO 100M),6,4248,3141.57,Publish,4179
2805,.0293,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 V/AMAR (ROLLO 100M),5,3138,2307.47,Publish,3069
4555,KS20014,"ELECTRICIDAD>CABLES>UNIPOLAR>1,00 MM",CABLE UNIPOLAR 1 X 1 V/AMAR KALOP C5,3,4248,3141.57,Publish,4179
4205,4205,ELECTRICIDAD>>>,CABLE UNIPOLAR 1 X 1 V/AMARILLO (DE COBRE) BOBINA,0,69,0,Draft,0
2810,.0306,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 BLANCO (ROLLO 100M)",5,4254,3146.55,Publish,4185
4210,1306,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 BLANCO (ROLLO 400M) BOBINA",2,16809,12586.19,Publish,16740
4557,KS20025,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 BLANCO KALOP C5 (ROLLO 100M",10,5801,4309.4,Publish,5732
2811,.0302,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 CELESTE (ROLLO 100M)",24,4254,3146.55,Publish,4185
4211,1302,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 CELESTE (ROLLO 400M) BOBINA",3,16809,12586.19,Publish,16740
4558,KS20022,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 CELESTE KALOP C5 (ROLLO 100",2,5801,4309.4,Publish,5732
2812,.0304,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 MARRON (ROLLO 100M)",55,4254,3146.55,Publish,4185
4212,1304,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 MARRON (ROLLO 400M) BOBINA",2,16809,12586.19,Publish,16740
4559,KS20020,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 MARRON KALOP C5 (ROLLO 100M",7,5801,4309.4,Publish,5732
2813,.0305,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 NEGRO (ROLLO 100M)",7,4254,3146.55,Publish,4185
4213,1305,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 NEGRO (ROLLO 400M) BOBINA",1,16809,12586.19,Publish,16740
4560,KS20023,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 NEGRO KALOP C5 (ROLLO 100M)",13,5801,4309.4,Publish,5732
2814,.0301,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 ROJO (ROLLO 100M)",8,4254,3146.55,Publish,4185
4214,1301,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 ROJO (ROLLO 400M) BOBINA",0,16809,12586.19,Publish,16740
4561,KS20021,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 ROJO KALOP C5 (ROLLO 100M)",10,5801,4309.4,Publish,5732
2815,.0303,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 V/AMAR (ROLLO 100M)",9,4254,3146.55,Publish,4185
4215,1303,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 V/AMAR (ROLLO 400M) BOBINA",0,16809,12586.19,Publish,16740
4562,KS20024,"ELECTRICIDAD>CABLES>UNIPOLAR>1,50 MM","CABLE UNIPOLAR 1 X 1,5 V/AMAR KALOP C5 (ROLLO 100M",13,5801,4309.4,Publish,5732
2248,KS20182,"ELECTRICIDAD>CABLES>UNIPOLAR>10,00 MM",CABLE UNIPOLAR 1 X 10 (TRAMO DE 1METRO),98,351,200.46,Publish,282
